,adres,longitude,latitude
277,"1.г. Челябинск, Курчатовский район, 2-ой Северо-Западный промрайон, ул . Радонежская; 2. С 28.12.2018г. дополнительный объект: г. Челябинск, ул. Морская, 4",61.428263,55.24274
279,"г. Челябинск, район трамвайного кольца «Копровый цех ЧМК» в Металлургическом районе",1,1
280,"г. Челябинск, ул. Хлебозаводская, д. 7а - с 10.10.2019 объект исключен, добавлены 2 объекта по адресам:  1) г. Челябинск, ул. Героев Танкограда, д. 51-П, помещение №4; 2) г. Челябинск, Копейское шоссе, д. 58-Б.",1,1
281,"г. Челябинск, Советский район,  п. Новосинеглазово,  ул. Челябинская",61.3767,55.043345
282,"г. Магнитогорск, Орджоникидзевский район, в районе Северной автотрамвайной магистрали  (14 участок)",1,1
283,"г. Челябинск, Троицкий тракт, д. 17",61.386483,55.098506
284,"г. Магнитогорск, проезд Трансстроевский,  д 18/1",58.970922,53.440672
285,"г. Челябинск, ул. Самохина, д. 190",61.517807,55.164711
286,"г. Челябинск, Копейское шоссе,  д. 36 е",61.49234,55.132953
287,"г. Копейск, ул. Мечникова, д. 1",61.565131,55.087553
288,"г. Миасс, ул. Плотникова, д. 2",60.120972,55.026282
289,"Челябинская обл., Агаповский р-н, ул. Совхозная, д. 17а",59.095491,53.454304
290,"1) г. Челябинск, ул. Енисейская, д. 75а                                                                                                                                                              2) Объект исключен с 12.05.2021 г.: г. Кыштым, ул. Коноплянка, д. 1",1,1
291,"г. Челябинск,  ул. Калинов двор,  д. 26 ",61.333806,55.073958
293,"г. Челябинск, Свердловский тракт, д. 28а",61.37829,55.199974
294,"г. Магнитогорск,  ул. Кирова, д. 130, корпус 1 ",59.08393,53.43636
295,"г. Челябинск,  ул. Мраморная,  д. 18, стр. 6 ",61.458025,55.245178
296,"г. Челябинск,  ул. Строительная, д. 11 ",61.413944,55.251408
297,"г. Челябинск, Челябинский электродный завод",61.460513,55.239055
298,"1)Челябинская обл., г. Верхний Уфалей, ул. Ленина, д. 129; 2) Челябинская обл., г. Верхний Уфалей, ул. Промышленный проезд, 9; 3) Челябинская обл., г. Нязепетровск,  ул. Кооперативная, д. 1-В.",60.2187,56.060107
300,"г.  Магнитогорск, Челябинский тракт, д. 6",59.105157,53.377361
301,"г. Копейск, р.п. Железнодорожный",61.611574,55.115697
302,"Челябинская обл., Коркинский район, р.п. Первомайский, ул. Заводская, д. 3",61.188808,54.871834
303,"Челябинская обл., Саткинский район, г. Бакал, северо-западная часть города, площадка основных цкхов ОАО «Ремонт»",58.80918,54.938064
304,"г. Магнитогорск, ул. Сульфидная, д. 1, стр. 5",59.095599,53.411081
305,"г. Магнитогорск, пер. Саратовский, д. 5",59.062361,53.443574
306,"1) г. Челябинск, Троицкий тракт,  д. 19в; с 16.07.2020 новые объекты: 2) Челябинская область, Еткульский район, с. Еткуль, ул. Первомайская, д. 7; 3) Челябинская область, Коркинский район, г. Коркино, ул. 1 Мая, д. 61",61.593068,54.824523
307,"г. Челябинск, ул. Горелова, д.12",61.504656,55.118673
308,"г. Куса, ул. Орджоникидзе, 39",59.409902,55.356222
309,"г. Челябинск, ул. Автодорожная. 13",61.353586,55.207783
310,"г. Сатка, площадка старого завода ОАО «Комбинат «Магнезит»",1,1
311,"г. Магнитогорск,  ул. Среднеуральская,  д. 19 ",59.038781,53.455452
312,"г. Челябинск, ул. Водрем-40, 25",61.370106,55.088305
313,"г. Челябинск,  ул. Автоматики, д. 1  с 25.02.2020 г. новый объект по адресу: г. Челябинск, ул. Героев Танкограда, 61П ",61.441792,55.209195
314,"г. Челябинск, Копейское шоссе, восточнее территории МП ЧПАТП-2",1,1
315,"г. Кыштым, ул. Коноплянка, 1",60.57242,55.723704
316,"г. Челябинск,  ул. Копейское шоссе, д. 23 ",61.492044,55.123739
317,"г. Южноуральск,  ул. Советская,  д. 2Д",61.242079,54.449732
318,"г. Копейск, ул. Кубинская, д. 1",61.563469,55.102534
319,"г. Магнитогорск,  ул. Шоссейная, 2 ",59.071542,53.3943
320,"г.Челябинск, ул. Героев Танкограда, 57-П ",61.442969,55.211394
321,"г. Челябинск,  ул. Героев Танкограда, 52-п",61.439986,55.212637
322,"Челябинская область, Верхнеуральский район, п. Александровский, ул. Труда, д. 2-А",59.32281,54.126099
323,"г. Магнитогорск,  ул. Проселочная, д. 28",59.081549,53.473115
324,"г. Челябинск,  ул. Мраморная, дом 18, строение 3 ",61.457791,55.246466
325,"г. Челябинск, ул. Строительная, 25",61.417834,55.248165
326,"г. Челябинск, ул. Шоссе Металлургов, д. 5-п",61.412264,55.255021
327,"г. Челябинск, ул. Рабочая, 42",61.386968,55.046553
328,"1) г. Магнитогорск, ул. Калибровщиков, 32; 2) г. Магнитогорск, шоссе Западное, 98; 3) Челябинская область, Брединский район, п. Бреды,  ул. Шахты 3, д. 17а; 4) Челябинская область,  г. Верхнеуральск,  ул. Еремина, д. 4а.",58.922655,53.413303
329,"г. Челябинск, Троицкий тракт, 9",61.385027,55.122519
331,"г. Магнитогорск,  ул. Сульфидная, 1 ",59.095599,53.411081
332,"1) г. Челябинск,  ул. Енисейская, 19; с 07.11.2019 г. новый объект: 2) Сосновский район, п. Красное Поле, ул. Гранитная, д. 5",1,1
333,"г. Челябинск, проспект Ленина,  д. 2-а",61.477374,55.159552
334,"г. Магнитогорск,  ул. 9 Мая, 5 ",59.065577,53.450626
335,"1) г. Магнитогорск, ул. Шоссейная, 42; 2) Агаповский район, с. Агаповка,                              ул. Асфальтовая, 2-а; 3) Верхнеуральский район,  п. Смеловский, ул. Придорожная, 3",1,1
336,"г. Челябинск,  ул. Линейная, д. 92;   г. Коркино, ул. 1 Мая, д. 63                                                                                                                                                                                                                                                                                                                                                                                                                                   456880, Челябинская область, Аргаяшский район, с/с Аргаяшский, с. Аргаяш, ул. б/н. Местоположение участка установлено относительно ориентира, расположенного в границах участка. Ориентир Асфальтовый завод ООО «Аргаяшское ДРСУ». Участок находится примерно в 68 метрах по направлению на север от ориентира.",1,1
